line	text
74	"داليا: مساء الخير وانتم من مصر عاد. انتم ضيوف واد عمي جاسر ولا ضيوف بت البندر حور.
"
75	"فادي: انا صاحب جاسر و دي منه خطيبتي
"
76	"داليا: يا مراحب يا مراحب وطبعا عتباتو معانا اهلا وسهلا
"
77	"منه، : اهلا بحضرتك
"
78	"داليا: بس شكلك مش مبسوطة ليه عاد
"
79	"منه: بضيف اصلي بصراحة مكنتش عاوزة اجي
"
80	"داليا: أباه ليه عاد. يا عروسة
"
81	"منه: اصل بصراحة مش بطيق اللي اسمها حور دي خالص مبتنزليش من زور
"
82	"داليا: وه و انتي كمان أما كمان عاد معطقهاش وااصل.
"
83	"بس انا معطجهاش علشان اخدت متي واد عمي انتي ليه بجي.
"
84	"منه: هو انتي متعرفيش ان حور كانت خطيبة فادي خطيبي.
"
85	"داليا وه هي كانت مخطوبه حبل سابق عاد فاجره وسرقت واد عمي
"
86	"رن تليفون منه استأذنت من داليا فكان فادي يخبرها أنه برا مع الرجاله.
"
87	"خلص اليوم و فتحت جناح الضيوف لاستقبال فادي وخطيبته الجناح كان مكون من غرفتين منفصلين كل غرفه لها حمام منفصل عن الحجرة الاخري.
"
88	"وصعد العرسان إلى جناح جاسر. المفصل عن القصر
"
89	"فتح جاسر باب جناح دخل هو حور.
"
90	"جلس علي كرسي وهي جلست علي سرير و هي مكسوفه. جداااا وباصة في الأرض
"
91	"كسر جاسر الصمت
"
92	"جاسر: ممكن تخشي الحمام تغيري هدومك
"
93	"حور: بكسوف حاضر وقامت حور نواحي دولاب علشان تأخذ ملابسها فتحت دولاب واشدت حمره وجهها فقد كان كل الهدوم...
"
94	"حور: جاسر انا ممكن اخد تي شيرت من عندك
"
95	"جاسر بتعجب: ليه بقي أن شاء الله و انتي همومك فين
"
96	"حور: تقريبا خالة هنية و خديجة نسو ينقلو همومي من جناح بتاعي..
"
97	"جاسر: بس انا شايف الدولاب مليان.
"
98	"حور: اه مليان بس دي هدوم قليلة الادب،
"
99	"جاسر: انفجر جاسر من الضحك المستمرة دون انقطاع هو في هدوم قليلة الادب وهدوم مؤدبه، ايه الهدوم ملقتش أهل يربوها.
"
100	"حور و قد أدمعت عينيها من الخجل. : جاسر بطل وتعالي بص انا اقصد ايه
"
101	"جاسر وتعمد إخراجها: فتح الدولاب و أطلق صافرة اعجاب، واووووووووو اده تحفه وأخرج قميص يفضح اكتر ما يداري اية رايك تلبسي ده.
"
102	"حور: وشها راح شبه الطماطم من كثرة الاحمرار علي فكرة أن غلس بطل بقي أما مش عارفه مين اللي اشتري الهدوم دي وجابهم هنا، انا امبارح قلت لخاله هنية تنقل هدومي لجناح بتاعكد.
"
103	"جاسر: ضحك جاسر اكيد دي أوامر جدتي، جدتي عاوزة تمم جوزنا بسرعة
"
104	"حور: خلاص بقي يا جاسر هات اي حاجة من عندك ألبسها
"
105	"جاسر: باستمتاع. هو انتي وشك بقي شبه فروليه ليه كده، عمتا انا اسف مبحبش حد يلبس هدومي.
"
106	"قطع عليهم حدثهم طرقات علي الباب
"
107	"فتح جاسر الباب وجدها مرات عمة ومعاها كم ست
"
108	"جاسر خير يا مرات عمي
"
109	"تحية، : خير ياود الغالي
"
110	"جاسر: مش فاهم بردو عاوزة اية و جايب معاكي حريم دول ليه
"
111	"تحية: ابااي انت عن جد مش خابر انا چايه ع ليه، اناهو مش اليله ليله دخلتك عاد.
"
112	"جاسر: ايوة يعني عاوزة ايه بردو
"
113	"تحية: عاوزة اخش علشان نخلص الناس تحت مستني. عوايدنا وانت خابر بقي
"
114	"جاسر وفهم قصدها: قلب صعيدي في لحظه، وه وه وهو جبر يلم العفش و يلمكم كلكم عاد انتي اتجننتي عاد انتي خبره عبتجولي ايه مش مرت جاسر الانصاري اللي تخش بلطريقة المهينه دي.
"
115	"خدي الحريم وامشي من أهنية بدل ما ححرج كل إلى في قصر
"
116	"تحية: طايب وانا اعمل اية في ناس اللي تحت عاد
"
117	"جاسر: ملكيش صالح انتي انا حتصرف معاهم خوري بجي
"
118	"دخل جاسر علي حور وهو عصبي جددا
"
119	"حور: في ايه يا حاجة يا جاسر. مرات عمك جاية ليه لتكون جدتك تعبانه
"
120	"جاسر وهو يحاول يهدي نفسة: لا اطمنني جدتي كويسة
"
121	"حور طايب هي كانت عاوزة اية.
"
122	"جاسر: أصلها يعني كانت جاية علشان اصل عوايدنا هنا في صعيد غير عندكم ليله الدخلة يعني الستات.
"
123	"حور وقد فهمت مقصده: يالهوي هو لسة في ناس بالجهل ده، المفروض الحاجة دي خاصة بين الراجل والست و محدش ليه عوة.
"
124	"جاسر: عوايدنا عاد بجي المهم حنعمل ايه في ناس اللي مستنية تحت
"
125	"حور: ناس مين
"
126	"جاسر: يوووة يا حور بقي اسكتي خليني افكر حههبب ايه في الحوسه دي منا لازم احلها علشان خاطر ابوكي اللي قاعد وسط رجاله تحت
"
127	"حور: يا خبر اسود ومهبب اللي فهمته ده صح هما مستنين. يا لهوي. و الهي العظيم مايحصل.
"
128	"جاسر، : حووور. بالله عليكي متعصبين و سبيني اشفل مخي
"
129	"فاقو من كلامهم علي صوت داليا وهي بتتكلم مع
"
130	"امها وكان صوتها عالي و مسمع رجالة تحت
"
131	"داليا: يالهوي يا ما بالهوي يا ما شكل واد عمي بيلم وسخ غيره شكلها مش بنت يا ما
"
132	"تحية: اجفلي خاشمك ده عاد منفصناش فضائح.
"
133	"داليا: هو احنا لسة شفنا فضايح. تلاجي المحروجة بت المركوب غلطت مع اللي اسمى فادي ده عاد و جاية تلبس فضحتها لواد عمي، شكل جاعدته في بلاد الخواجات نسته الجوصول و التجاليد بتاعتنا عاد...
"
134	"علشان أكده خطيبها السابج جه يشمت في وداد عمي اللي حيلم مطرحو
"
135	"سكتت داليا لأن نزل علي وشها قلم خرصها لقت جاسر و الشرر بيطلع من عنيه
"
136	"جاااابر جاااابر انت يا واد المركوب انت فين عاد
"
137	"جابر: انا هنا ياجناب جاسر بيه.
"
138	"جايسر تعالي اهنيه عاد و سحب داليا من شعرها جرها و نزل بيها سلم خد ارميها في زريبه و اجفل عليها من غير وكل و لو طلعت تحبس نفسك مكانها.
"
139	"تحية: احب علي يدك يا جاسر سامحها عيله و غلطة
"
140	"احب علي يدك يا ولدي
"
141	"عمة: خلاص يا جاسر سبها بجي
"
142	"جاسر: بصوت عالي هز القصر كله: يمين بالله اللي حيقف في طريقي. الاكون حابسة معاها مش عاوز اسمع صوت حد هنا.
"
143	"الجدة وقفه تتفرج في صمت وكان عاجبها موقف جاسر من داليا، ثم قالت تعالي يا جاسر عوزاك بعد متخلص اللي بتعمله وسابته و دخلت جناحها.
"
144	"دخل جاسر وقال: خير يا جدتي
"
145	"ااجدة، : معلش يا ولدي متزعلش من كلام داليا هي كده و حتفضل كده بس مش دي مشكلتنا، المشكلة أن رجالة البلد سمعو كلام ده لازم تثبت عكسة و ترملهم المنديل.
"
146	"جاسر، : يا جدتي كان لزمته ايه بقي العلم اللي تعلمنا و سفرنا لبرة و لفنا العالم مدام تفكيرنا عقيم زي ماهو.
"
147	"الجده: العلام ملهوش دعوه دي عادات وتقاليد بلد ياولدي معلش روح اعروستك وخلص
"
148	"مش جاسر ودخل علي حور جناح لقها...
"
1	"جاسر: ماهو لو الباب مخبطش كنت حقول اني معمولي عمل
"
2	"فتح الباب ودخلت مها
"
3	"جاسر: الله يحرقك ياشيخة عاوزة ايه
"
4	"مها: يووة يعني سايبين ناس تحت ونازلين حب تعالي انزل عمك مولع الدنيا تحت وحايب ولاد اعمامك كلمتهم شكلهم جاين يحررو فلسطين.
"
5	"حور( انتي كارثه ماشية علي الارض
"
6	"جاسر وارتسمت علي وجه الجدية وعمي ايه اللي جابو مش انا قلت يسافر الصعيد شكله مش ناوي يجبها لبر انا زهقت بقي
"
7	"نرمين قدري
"
8	"نزل جاسر بصحبه حور
"
9	"شهقت حور من المنظر
"
10	"لقت ستات كتير لبيسن اسود مغطين وجهم ورجال كتير ماسكين نببابيت و لابسين الزي الصعيدي.
"
11	"حور: جاسر هي الحرب قامت عندنا هنا
"
12	"جري أسر وآسيل علي حور ماما احنا خايفين قوي مين دول
"
13	"حور: إذا كان انا كمان خايفة.
"
14	"نزل. جاسر، خير يا عمي فريد ليه الجمع ده كله انا مش قلتلك ادله الصعيد انا بجيت زين.
"
15	"فريد: انا ازاي حأمن عليك مع الحيه مراتك
"
16	"صاح جاسر: عمييي انا محترمة بس علشان في مقام ابويا لكن تغلط في مراتي لأ ومراتب خط أحمر
"
17	"وانت جامع رجالة دول كلهم ليه انا مش فاهم
"
18	"فريد انا مجمعة دلوق علشان نشوف حل ليك
"
19	"القاعده كان فيها كل كبار عيلة الانصاري
"
20	"نرمين قدري
"
21	"كبيرهم: استهدي بالله كده ياجاسر. يابني واسمع.
"
22	"دلوق مرتك هربت وسابتك ودي في عرفنا ميته دلوقتي تمسك السلاح و طوخها علشان تبقي عبرة وكمان المفروض انت تتجوز بنت عمك حسب العرف بس انت اخلين بالعادات والتقاليد بتاعتنا عاد يا واد عمي
"
23	"المعروف أن البنت لود عمها
"
24	"بس انت اخترت بنت البندر فاجره
"
25	"علي بنت عمك فريد
"
26	"الاصول دلوق تتجوز من بنت عمك
"
27	"فريد: لع وكمان السنيورة خلفت طايب خلفت كيف بالاسلكي عاد ههه وجوزها كان مسافر أو المراسله.
"
28	"جاسر والشرر يتطاير. في عينة وماسك عمة من خلجاته
"
29	"كلمة كمان وحعتبر ربنا ماخلقك من إساسة ومش حبص لاء اعتبارات وحنسي انك عمي عاد
"
30	"دخلت دهب وسطهم وهي كان ليها هيبه كيف امها فاضيلة
"
31	"وقفت قصاد فريد جاسر نزل أيده من علي عمه
"
32	"رفعت دهب بيدها ونزلت بيها علي وش فريد بلقلم
"
33	"ده علشان تحترم البيت اللي انت فيه راحت نزلة بلقلم التاني مع شهقات كل الموجودين وده علشان تعرف تتكلم علي شرف واد اختي زين.
"
34	"ثم مشت ووقفت وسط الرجالة
"
35	"وقالت بصوت أجش عالي
"
36	"انا الحاجة دهب واظن كلاتكم خابرين زبن مين هي الحاجة دهب انا اللي سبت كل ورث ابويا ورا ضهري ومهامنيش حاجة عاد يعني انا بميت راجل وجاية دلوق اعرف الرجولة للمبيعرفهاش.
"
37	"فريد بيقول أنه جاسر سافر و ترك مرته هربانه
"
38	"اولا. حد سال نفسة جاسر ساب بيته و مراته وكل حاجة وسافر ليه
"
39	"جاسر سافر علشان عيله الانصاري نفضل زي ماهي عيلة الانصاري كبيرة النجع كله علشان يحافظ علي كل فلوسها في الوقت اللي كان فيه فريد جاعد بيضيع الفلوس هنا وهناك
"
40	"فريد اللي باع لحمة علشان شوية جرشنات.
"
41	"بنت عم جاسر يا حاج منصور اللي بتقول المفروض أنه يتجوزعا عاد دي عجربه كبيرة هي اللي وجعت جاسر مع مرته ولسة ابوها ليه عين يبجح
"
42	"نيجي بجي عاد علي هروب مرته..
"
43	"مرته مهربتش مرته كانت جاعدة اهنه مع مها بنتي معززه مكرمة علشان كانت حبله وخافت علي في بطنها من داليا وشرها.
"
44	"غير كده ان حور مش غريبه كيف ما جلت ياحاج منصور حور تبقي بنت حياة اختي والكل لازم يعرف ان حور تملك نص ثروة جاسر وبكلمة منها تنهي حضراتكم كلكم وبكلمة منها دلوق الاي ظابط حياخدكم كلكم علي قسم لأننا جاعدين في بيتها. ومتهيجلي دلوق ملهاش عازة اللمه الكدابه دي و تدلو وعلي البلد عاد وخدو خيال المجاته ده معاكم علشان ملهوش عازة عندنا خليه يجعد جار بنته اللي باعها. وبعدين ياجي يتكلم علي الولاية كيف ماهو رايد يبص علي خيبته الأول.
"
45	"ذهب كل ما في البيت
"
46	"وبقي جاسر وعيلته بس
"
47	"حور: يلا بأولاد الكل يبوس بابا ويقوله تصبح علي خير
"
48	"أسيل: تصبح على خير يا ببتي
"
49	"جاسر وانتي من اهل ياعصفورة جلبي من جوا
"
50	"أسر وانا اية يابابتي
"
51	"جاسر: لأ انت سبع معندناش رجالة عصافير أنت ا سد رجال اللي بيخلي باله عل أخته حبيته اللي حياخدها ويطلع فوق ينامو
"
52	"ا
"
53	"لرحمة بقي مش عارف استفرد بحور
"
54	"أسر: يعني وايه تستفرد بمامي.
"
55	"جاسر يعني تطلع تنام دلوق جبل العرق الصعيدي يظهر وتبجي ليلتكم كلتها طين
"
56	"جرت حور وهي بنضحك يلا ياولد عيب أجده ابوك عاد معيستحملش
"
57	"أسر هو انتم بتتكلمو كده ليه انا طالع انا م احسن
"
58	"جاسر مسك حور واخيرا اخيرا الكل مشي ياساتر يلا بقي علي فوق يا فرولة قلبي ياست البنات كلهم
"
59	"حور سنتدت جاسر وطلعو فوق.
"
60	"اول ما دخلو شدها جاسر لحضنه ياااه علي الحضن ده واحشني قوي و التهم شفايفها بقبلة شوق ووجع و حنين قبله طويله كان كل واحد يرمي ما في قلبه في قبلة دي لحد ما حسو أنهم بحاجة للنفس ضمها جاسر.
"
61	"جاسر: انا مش قادر ابعد عنك خالص ياحور
"
62	"حور: ولا انا خلاص وانا بقيت روحي من جوا
"
63	"واخدها في حضنه ونام و تاني يوم يوما
"
64	"اختفي جاسر طول النهار
"
65	"حور مها هو جاسر مقلش رايح فين
"
66	"مها: لا لما انتي مراته و مش عارف أنا حعرف ازاي
"
67	"حور: خلاص انتي لما بتصدقي ياساتر حتى أسر حولت اكلمه واعرف هما فين معرفتش
"
68	"مها هو أسر معاه
"
69	"اه ياختي بيقولك أنه راجل ولازم يبقي معاه علي طول
"
70	"مها ربنا يخليولو
"
71	"رن جرس تليفون
"
72	"حور.
"
73	"الو ايوة يا جاسر انت فين
"
74	"جاسر: أيوة حور انا في مشوار بقولك انا بعت أسر مع عمار جه ولاولسة
"
75	"حور: لا لسة رن جرس الباب
"
76	"حور شكله جه انت فين بقي
"
77	".
"
78	"جاسر بقولك سيبي العيال مع مها وتعالي عاوزك نشتري حاجة تعالي ع المارينا اللي علي البحر مستنيكي هناك.
"
79	"دخل أسر مامتي وحشتيني
"
80	"حور: أسر انتم كنتم فين
"
81	"أسر كنت في مشوار مع بابي
"
82	"يووة شبه ابوك الواحد ميعرفش ياخد منك كلمة
"
83	"مها انا لازم امشي جاسر مستني عاوز يشتري حاجة حروح معاه وانتي خدي عيال عندك
"
84	"مها: ابااي دي امي حتفرح بيهم قوي
"
85	"طايب يلا سلام
"
86	"ومشت حور وراحت مكان ما وصف جاسر لقيته واقف مستنيها
"
87	"حور: في ايه يا جاسر
"
88	"جاسر: . معطهاش فرصة للكلام سحبها من أيدها علي يخت كبير.
"
89	"مليان بلالين وأنوار وورد في كل مكان دخلت حور إليخت
"
90	"واوووو اده يا جاسر روعه روعه بجد
"
91	"جاسر كل حاجة ترخص لست البنات
"
92	"انزلي تحت حتلاقي فستان البسية وتعالي.
"
93	"لبست حور الفستان وكانت شبه اميرات ديزني كانت روعة ملكة جمال طلعت حور لجاسر
"
94	"جاسر: بسم الله مشاء الله ايه ياحور الجمال ده
"
95	"وفجاءة شهقت حور
"
96	"حور: جاسر اليخت ببتحرك احنا في وسط البحر.
"
97	"جاسر: عارف أننا في وسط البحر بصراحة خطفك في وسط البحر علشان ميكنش في باب حد يخبط عليه ودلوقتي اميرتي اسمحلي تيجي مسك حور من أيدها وصعد علي سطح اليخت وحواليهم المياه من كل مكان كان في فوق حمام سباحه مزين بالورود و البالونات علي شكل قلوب
"
98	"ذهب بيها علي اخر اليخت كان في ترابيزة عليها
"
99	"ورد و اكل وعصير سحب الكرسي اتفضلي يا ست البنات اقعدي
"
100	"حور مبهورة من جمال المكان وجمال المنظر.
"
101	"حور: انا حاسة اني في رويات الف ليله وليله ايه جمال ده
"
102	"بداؤ يأكلو ثم اشتغل الموسيقي و مد أيده واخدها ورقص بيها ثم حملها داخل صدرة بقوة وكأنه سوف تهرب
"
103	"جاسر وبصوت عالي وهو حاضنها وبيلف بيها بحبك بحبببببك يا اميرتي بحبببببك يا نبع المية الصافي يا شمس حياتي بحبك بكل كياني وكل حته فيا.
"
104	"وأخذ يقبل عنقها وشفتيها وينزل علي عنقها ثم غمز لها اميرتي انا خلاص استويت واحترقت وشياط والدخان شوية وحيملي المكان تعالي بقي طفي ناري علشان مش قادر
"
105	"وشلها ونزل بيها تحت للغرفة كان السرير مزين بالورود والشيكولاتة والبالونات والشموع كانت غرفة
"
106	"اسطوريه زي ما بيقولوا
"
107	"حور: الله الله عليك مش معقول جمال ده
"
108	"جاسىر: انتي لسة شوفتي جمال اصبري علي نفسك بس
"
109	"خشي الحمام محضراك هدوم قليلة الادب. وغمز لها فاكرة.
"
110	"ضحكت حور واحمرت هو انت لسة قليل الادب
"
111	"جاسر: لا بقولك ايه انا بقالي تلات سنين مؤدب لما قلت جا اااي وانهاردة مصمم اني اطلع كل قلة الأدب اللي انا محوشها خشي بقي غيري علشان في قلةادب كتير مستنياكي.
"
112	"ضحكت حور وحضتنه ياقلبي من جوا بحبك
"
113	"جاسر قلب صعيدي احنا حنجدييها حديت عاد فزي يلا غيري خلاجانك
"
114	"ضحكت حور وباستة وجرت علي الحمام لقيت محضر لها قميص نوم احمر تحفة لون شعرها
"
115	"لبست حور وكأنها حورية نزله من سما
"
116	"خرجت من الحمام بخجل
"
117	"شلها علي سهوا
"
118	"حور: جاسر اتخضيت.
"
119	"جاسر حطها علي السرير و قاعد يبوس في وشها وبقها وبداء يتحسسها ذابت حور بين يديه وذهبا في عالم الأحلام وكان انفاس العالم توقفت عندهم وغمرها بحب وحنان العالم
"
120	"و نتركهم بقي في عالمهم الوردي الساخن بالمشاعر الفياضة و الحب الصادق
"
121	"وتوتا توتا خلصت الحدوته
"
122	"يارب مكنش تقيله عليكم كل قرايء حتوحشوتي كتير
"
123	"بس مش حغيب عنك كتير وحرجع لكم بروايه أسطورية حتبهركم.
"
124	"دمتم سالمين وبخير والي لقاء آخر في روايا جديدة وحب جديد بس مش حيكون صعيدي ولكن عاشق لأن عشق الصعيدي نار نار يابووووي.
"
125	"سأغازلكِ بما لم تعرفي من قبلي، سأعشقك بطريقتي التي لا يعلمها غيري...
"
126	"اقتباس
"
127	"(ايوة بغير)
"
128	"أيوة بغير
"
129	"لا انا نقصان ولا ضعفان
"
130	"ولا مسطول ولا سكران
"
131	"ولا زايغ من عيني الضيّ
"
132	"ولا حد احسن مني في شيّ
"
133	"بس بغير
"
134	"واللي قالولك غيرة الراجل قِلّة ثقة او قلة فَهم
"
135	"خَلْق حمير
"
136	"غيرة الراجل نار في مَرَاجِل
"
137	"نار بتنوّر مابتحرقش
"
138	"واحنا صعايدة بنستحملش
"
139	"شمسنا حامية وعِرْقنا حامي وطبعنا حامي
"
140	"واللي تخلّي صعيدي يحبها
"
141	"يبقى يا غُلْبها.
"
142	"اصلنا ناس على قد الطيبة
"
143	"كلنا هيبة
"
144	"والنسوان في بلادنا جواهر
"
145	"طب لو عندك حتة ماس
"
146	"حتخلّيها مداس للناس؟
"
147	"ولا حتقفلي اوضة عليها بميت ترباس
"
148	"يمكن حتى تأجري ليها جوزين حراس
"
149	"يبقى انا لا انا جاهل ولا غافل
"
150	"كل الفرق ما بيني وبينك اني صعيدي
"
151	"ينعل ابو ده اليوم الاكحل
"
152	"اللي لا ليه اخر ولا اول
"
153	"اللي طلعت لقيتني صعيدي
"
154	"لو كان بايدي
"
155	"كنت اعملك هندي بريش
"
156	"واقلب شعري كنيش كرابيش
"
157	"والبس لك سلسلة متدلدلة خرزة وقلب.
"
158	"بس ازاي البس لك سلسلة؟ هو انا كلب؟
"
